Frame#,Time[s],DN,Power[W]
1.380000000000000000e+02,2.409638554216875228e-02,2.251632577296666568e+03,1.440683540371891211e+13
1.390000000000000000e+02,3.614457831325301740e-02,1.435746806086666766e+03,9.186475682253562500e+12
1.400000000000000000e+02,4.819277108433750456e-02,9.669109824500000059e+02,6.186678730208260742e+12
1.410000000000000000e+02,6.024096385542176968e-02,9.320343738533332498e+02,5.963524400075337891e+12
1.420000000000000000e+02,7.228915662650603480e-02,1.209091093919999821e+03,7.736242828357691406e+12
1.430000000000000000e+02,8.433734939759052196e-02,1.320027740123333388e+03,8.446059349137868164e+12
1.440000000000000000e+02,9.638554216867478708e-02,1.398523015336666504e+03,8.948303152754283203e+12
1.450000000000000000e+02,1.084337349397590522e-01,1.261325852656666484e+03,8.070461465563424805e+12
1.460000000000000000e+02,1.204819277108433173e-01,1.165251481183333226e+03,7.455739654248250977e+12
1.470000000000000000e+02,1.325301204819278045e-01,1.150528737746666593e+03,7.361537721161149414e+12
1.480000000000000000e+02,1.445783132530120696e-01,1.356464015816666688e+03,8.679193045963581055e+12
1.490000000000000000e+02,1.566265060240963347e-01,1.455499339799999916e+03,9.312860202038783203e+12
1.500000000000000000e+02,1.686746987951808219e-01,1.598252345636666632e+03,1.022625037022696094e+13
1.510000000000000000e+02,1.807228915662650870e-01,1.537835039823333318e+03,9.839676561886578125e+12
1.520000000000000000e+02,1.927710843373493521e-01,1.558603328416666500e+03,9.972560282968777344e+12
1.530000000000000000e+02,2.048192771084338393e-01,1.394740230280000105e+03,8.924099398452384766e+12
1.540000000000000000e+02,2.168674698795181044e-01,1.240005639933333441e+03,7.934046315696429688e+12
1.550000000000000000e+02,2.289156626506023695e-01,1.045329535849999957e+03,6.688431637331299805e+12
1.560000000000000000e+02,2.409638554216868567e-01,8.719414600633333521e+02,5.579026180147366211e+12
1.570000000000000000e+02,2.530120481927711218e-01,7.714899806833333287e+02,4.936297901972764648e+12
1.580000000000000000e+02,2.650602409638553869e-01,5.461928662399999439e+02,3.494757893427104004e+12
1.590000000000000000e+02,2.771084337349398741e-01,4.991232735466666668e+02,3.193588030594906738e+12
1.600000000000000000e+02,2.891566265060241392e-01,3.747561619699999369e+02,2.397838082673937012e+12
1.610000000000000000e+02,3.012048192771084043e-01,4.356189495733333388e+02,2.787262259626231445e+12
1.620000000000000000e+02,3.132530120481928915e-01,4.403838704133333408e+02,2.817750106953458008e+12
1.630000000000000000e+02,3.253012048192771566e-01,5.723065949866667097e+02,3.661843853909288574e+12
1.640000000000000000e+02,3.373493975903614217e-01,5.856260490466667079e+02,3.747066986779484863e+12
1.650000000000000000e+02,3.493975903614459089e-01,4.631968919066666786e+02,2.963716837507050781e+12
1.660000000000000000e+02,3.614457831325301740e-01,2.800140939866666372e+02,1.791640875808781494e+12
1.670000000000000000e+02,3.734939759036146611e-01,1.918615454266666518e+02,1.227606019354966797e+12
1.680000000000000000e+02,3.855421686746987042e-01,1.547229400366666709e+02,9.899785394666699219e+11
1.690000000000000000e+02,3.975903614457831914e-01,1.240337883599999884e+02,7.936172142027001953e+11
1.700000000000000000e+02,4.096385542168676785e-01,1.928815076933333330e+02,1.234132141175212158e+12
1.710000000000000000e+02,4.216867469879517216e-01,1.180583547566666596e+02,7.553840276441580811e+11
1.720000000000000000e+02,4.337349397590362088e-01,1.663930535666668220e+01,1.064648539565568390e+11
