Frame#,Time[s],DN,Power[W]
1.100000000000000000e+02,2.750000000000000000e+00,8.376469348202979504e+00,3.448775515187982500e+14
1.110000000000000000e+02,2.774999999999999911e+00,6.874508786235871582e+00,3.785191150071720625e+14
1.120000000000000000e+02,2.799999999999999822e+00,7.709802780228023344e+00,4.015545478341185000e+14
1.130000000000000000e+02,2.825000000000000178e+00,9.298037839227182744e+00,4.318415683758554375e+14
1.140000000000000000e+02,2.850000000000000089e+00,1.007450831251566115e+01,4.334464733401563125e+14
1.150000000000000000e+02,2.875000000000000000e+00,8.117645857106818852e+00,3.798508681934838750e+14
1.160000000000000000e+02,2.899999999999999911e+00,7.545096922257739536e+00,3.353952433301356250e+14
1.170000000000000000e+02,2.924999999999999822e+00,6.827449969672933605e+00,3.268969915799721875e+14
1.180000000000000000e+02,2.950000000000000178e+00,6.737253904593969445e+00,3.251531670120100625e+14
1.190000000000000000e+02,2.975000000000000089e+00,7.388234200381279315e+00,3.069997267643552500e+14
1.200000000000000000e+02,3.000000000000000000e+00,6.305881419433703172e+00,2.878819732191542500e+14
1.210000000000000000e+02,3.024999999999999911e+00,5.286273727236711295e+00,2.721798627528010312e+14
1.220000000000000000e+02,3.049999999999999822e+00,6.082352040759747780e+00,2.747117159234778438e+14
1.230000000000000000e+02,3.075000000000000178e+00,6.117646153181951263e+00,3.044126498586623750e+14
1.240000000000000000e+02,3.100000000000000089e+00,6.486273549591632381e+00,3.068158357533397500e+14
1.250000000000000000e+02,3.125000000000000000e+00,6.615685295139712707e+00,2.945143764477830000e+14
1.260000000000000000e+02,3.149999999999999911e+00,6.439214733028694404e+00,2.989281453615725000e+14
1.270000000000000000e+02,3.174999999999999822e+00,5.733332484584622968e+00,3.154953074456044375e+14
1.280000000000000000e+02,3.200000000000000178e+00,7.423528312803482798e+00,3.509068821222130000e+14
1.290000000000000000e+02,3.225000000000000089e+00,8.011763519840208403e+00,3.963637141480519375e+14
1.300000000000000000e+02,3.250000000000000000e+00,8.199998786091962089e+00,3.747384824229150625e+14
1.310000000000000000e+02,3.274999999999999911e+00,8.176469377810493100e+00,3.444687988821320625e+14
1.320000000000000000e+02,3.299999999999999822e+00,7.019606803971597309e+00,3.290019767169357500e+14
1.330000000000000000e+02,3.325000000000000178e+00,5.258823197943127248e+00,3.130665082125992500e+14
1.340000000000000000e+02,3.350000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00
