Frame#,Time[s],DN,Power[W]
2.900000000000000000e+02,1.542467948717948900e+01,6.161137440758284356e+01,4.063478267554873000e+15
2.910000000000000000e+02,1.546875000000000178e+01,6.042654028436027147e+01,3.985334454717290500e+15
2.920000000000000000e+02,1.551282051282051455e+01,6.042654028436027147e+01,3.985334454717290500e+15
2.930000000000000000e+02,1.555689102564102733e+01,5.924170616113724464e+01,3.907190641879678500e+15
2.940000000000000000e+02,1.560096153846154010e+01,5.924170616113724464e+01,3.907190641879678500e+15
2.950000000000000000e+02,1.564503205128205288e+01,5.924170616113724464e+01,3.907190641879678500e+15
2.960000000000000000e+02,1.568910256410256565e+01,5.924170616113724464e+01,3.907190641879678500e+15
2.970000000000000000e+02,1.573317307692307843e+01,5.924170616113724464e+01,3.907190641879678500e+15
2.980000000000000000e+02,1.577724358974359120e+01,5.924170616113724464e+01,3.907190641879678500e+15
2.990000000000000000e+02,1.582131410256410398e+01,5.924170616113724464e+01,3.907190641879678500e+15
3.000000000000000000e+02,1.586538461538461675e+01,5.924170616113724464e+01,3.907190641879678500e+15
3.010000000000000000e+02,1.590945512820512953e+01,5.805687203791467255e+01,3.829046829042096000e+15
3.020000000000000000e+02,1.595352564102564230e+01,5.687203791469210046e+01,3.750903016204513500e+15
3.030000000000000000e+02,1.599759615384615508e+01,5.687203791469210046e+01,3.750903016204513500e+15
3.040000000000000000e+02,1.604166666666666785e+01,5.687203791469210046e+01,3.750903016204513500e+15
3.050000000000000000e+02,1.608573717948717885e+01,5.687203791469210046e+01,3.750903016204513500e+15
3.060000000000000000e+02,1.612980769230769340e+01,5.687203791469210046e+01,3.750903016204513500e+15
3.070000000000000000e+02,1.617387820512820795e+01,5.687203791469210046e+01,3.750903016204513500e+15
3.080000000000000000e+02,1.621794871794871895e+01,5.331753554502347470e+01,3.516471577691707500e+15
3.090000000000000000e+02,1.626201923076923350e+01,5.213270142180090261e+01,3.438327764854125500e+15
3.100000000000000000e+02,1.630608974358974450e+01,5.094786729857833052e+01,3.360183952016543000e+15
3.110000000000000000e+02,1.635016025641025905e+01,5.094786729857833052e+01,3.360183952016543000e+15
3.120000000000000000e+02,1.639423076923077005e+01,5.213270142180090261e+01,3.438327764854125500e+15
3.130000000000000000e+02,1.643830128205128460e+01,5.450236966824650153e+01,3.594615390529320000e+15
3.140000000000000000e+02,1.648237179487179560e+01,4.936808846761414316e+01,3.255992201566383500e+15
3.150000000000000000e+02,1.652644230769231015e+01,4.739336492890970476e+01,3.125752513503736500e+15
3.160000000000000000e+02,1.657051282051282115e+01,4.739336492890970476e+01,3.125752513503736500e+15
3.170000000000000000e+02,1.661458333333333570e+01,4.976303317535530368e+01,3.282040139178931000e+15
3.180000000000000000e+02,1.665865384615384670e+01,4.739336492890970476e+01,3.125752513503736500e+15
3.190000000000000000e+02,1.670272435897436125e+01,4.620853080568713267e+01,3.047608700666154500e+15
3.200000000000000000e+02,1.674679487179487225e+01,4.265402843601896166e+01,2.813177262153378000e+15
3.210000000000000000e+02,1.679086538461538680e+01,4.028436018957336273e+01,2.656889636478183500e+15
3.220000000000000000e+02,1.683493589743589780e+01,3.830963665086892433e+01,2.526649948415537000e+15
3.230000000000000000e+02,1.687900641025641235e+01,3.317535545023702070e+01,2.188026759452630500e+15
3.240000000000000000e+02,1.692307692307692335e+01,3.056872037914718021e+01,2.016110371209938000e+15
3.250000000000000000e+02,1.696714743589743790e+01,2.369668246445507975e+01,1.562876256751883250e+15
3.260000000000000000e+02,1.701121794871794890e+01,2.369668246445507975e+01,1.562876256751883250e+15
3.270000000000000000e+02,1.705528846153846345e+01,2.488151658767765184e+01,1.641020069589465500e+15
3.280000000000000000e+02,1.709935897435897445e+01,2.488151658767765184e+01,1.641020069589465500e+15
3.290000000000000000e+02,1.714342948717948900e+01,2.488151658767765184e+01,1.641020069589465500e+15
3.300000000000000000e+02,1.718750000000000000e+01,2.488151658767765184e+01,1.641020069589465500e+15
3.310000000000000000e+02,1.723157051282051455e+01,2.251184834123205292e+01,1.484732443914271000e+15
3.320000000000000000e+02,1.727564102564102555e+01,2.132701421800948083e+01,1.406588631076689000e+15
3.330000000000000000e+02,1.731971153846154010e+01,2.132701421800948083e+01,1.406588631076689000e+15
3.340000000000000000e+02,1.736378205128205110e+01,2.251184834123205292e+01,1.484732443914271000e+15
3.350000000000000000e+02,1.740785256410256565e+01,2.369668246445507975e+01,1.562876256751883250e+15
3.360000000000000000e+02,1.745192307692307665e+01,2.606635071090022393e+01,1.719163882427047750e+15
3.370000000000000000e+02,1.749599358974359120e+01,2.132701421800948083e+01,1.406588631076689000e+15
3.380000000000000000e+02,1.754006410256410220e+01,2.251184834123205292e+01,1.484732443914271000e+15
3.390000000000000000e+02,1.758413461538461675e+01,2.251184834123205292e+01,1.484732443914271000e+15
3.400000000000000000e+02,1.762820512820512775e+01,2.132701421800948083e+01,1.406588631076689000e+15
3.410000000000000000e+02,1.767227564102564230e+01,2.014218009478690874e+01,1.328444818239106750e+15
3.420000000000000000e+02,1.771634615384615330e+01,1.658767772511828298e+01,1.094013379726300250e+15
3.430000000000000000e+02,1.776041666666666785e+01,1.421800947867313880e+01,9.377257540511358750e+14
3.440000000000000000e+02,1.780448717948718240e+01,1.303317535545011197e+01,8.595819412135238750e+14
3.450000000000000000e+02,1.784855769230769340e+01,1.184834123222753988e+01,7.814381283759416250e+14
3.460000000000000000e+02,1.789262820512820795e+01,1.066350710900451304e+01,7.032943155383295000e+14
3.470000000000000000e+02,1.793669871794871895e+01,1.066350710900451304e+01,7.032943155383295000e+14
3.480000000000000000e+02,1.798076923076923350e+01,1.540284360189571089e+01,1.015869566888718250e+15
3.490000000000000000e+02,1.802483974358974450e+01,1.658767772511828298e+01,1.094013379726300250e+15
3.500000000000000000e+02,1.806891025641025905e+01,1.658767772511828298e+01,1.094013379726300250e+15
3.510000000000000000e+02,1.811298076923077005e+01,1.895734597156388190e+01,1.250301005401494750e+15
3.520000000000000000e+02,1.815705128205128460e+01,1.895734597156388190e+01,1.250301005401494750e+15
3.530000000000000000e+02,1.820112179487179560e+01,1.895734597156388190e+01,1.250301005401494750e+15
3.540000000000000000e+02,1.824519230769231015e+01,2.014218009478690874e+01,1.328444818239106750e+15
3.550000000000000000e+02,1.828926282051282115e+01,2.132701421800948083e+01,1.406588631076689000e+15
3.560000000000000000e+02,1.833333333333333570e+01,2.251184834123205292e+01,1.484732443914271000e+15
3.570000000000000000e+02,1.837740384615384670e+01,2.014218009478690874e+01,1.328444818239106750e+15
3.580000000000000000e+02,1.842147435897436125e+01,2.014218009478690874e+01,1.328444818239106750e+15
3.590000000000000000e+02,1.846554487179487225e+01,2.014218009478690874e+01,1.328444818239106750e+15
3.600000000000000000e+02,1.850961538461538680e+01,2.014218009478690874e+01,1.328444818239106750e+15
3.610000000000000000e+02,1.855368589743589780e+01,1.895734597156388190e+01,1.250301005401494750e+15
3.620000000000000000e+02,1.859775641025641235e+01,1.658767772511828298e+01,1.094013379726300250e+15
3.630000000000000000e+02,1.864182692307692335e+01,1.540284360189571089e+01,1.015869566888718250e+15
3.640000000000000000e+02,1.868589743589743790e+01,1.303317535545011197e+01,8.595819412135238750e+14
3.650000000000000000e+02,1.872996794871794890e+01,7.109004739336342027e+00,4.688628770255530000e+14
3.660000000000000000e+02,1.877403846153846345e+01,7.109004739336342027e+00,4.688628770255530000e+14
