Frame#,Time[s],DN,Power[W]
2.590000000000000000e+02,1.405849358974359120e+01,7.819905213270158129e+01,5.157491647281203000e+15
2.600000000000000000e+02,1.410256410256410398e+01,7.819905213270158129e+01,5.157491647281203000e+15
2.610000000000000000e+02,1.414663461538461675e+01,7.819905213270158129e+01,5.157491647281203000e+15
2.620000000000000000e+02,1.419070512820512953e+01,7.938388625592415337e+01,5.235635460118785000e+15
2.630000000000000000e+02,1.423477564102564230e+01,7.819905213270158129e+01,5.157491647281203000e+15
2.640000000000000000e+02,1.427884615384615508e+01,7.701421800947855445e+01,5.079347834443591000e+15
2.650000000000000000e+02,1.432291666666666785e+01,7.701421800947855445e+01,5.079347834443591000e+15
2.660000000000000000e+02,1.436698717948718063e+01,7.582938388625598236e+01,5.001204021606008000e+15
2.670000000000000000e+02,1.441105769230769340e+01,7.464454976303295552e+01,4.923060208768396000e+15
2.680000000000000000e+02,1.445512820512820618e+01,7.345971563981038344e+01,4.844916395930815000e+15
2.690000000000000000e+02,1.449919871794871895e+01,7.227488151658781135e+01,4.766772583093232000e+15
2.700000000000000000e+02,1.454326923076923173e+01,7.227488151658781135e+01,4.766772583093232000e+15
2.710000000000000000e+02,1.458733974358974450e+01,7.227488151658781135e+01,4.766772583093232000e+15
2.720000000000000000e+02,1.463141025641025728e+01,6.990521327014221242e+01,4.610484957418038000e+15
2.730000000000000000e+02,1.467548076923077005e+01,6.990521327014221242e+01,4.610484957418038000e+15
2.740000000000000000e+02,1.471955128205128283e+01,6.990521327014221242e+01,4.610484957418038000e+15
2.750000000000000000e+02,1.476362179487179560e+01,6.872037914691918559e+01,4.532341144580426000e+15
2.760000000000000000e+02,1.480769230769230838e+01,6.753554502369661350e+01,4.454197331742843500e+15
2.770000000000000000e+02,1.485176282051282115e+01,6.635071090047404141e+01,4.376053518905261000e+15
2.780000000000000000e+02,1.489583333333333393e+01,6.635071090047404141e+01,4.376053518905261000e+15
2.790000000000000000e+02,1.493990384615384670e+01,6.635071090047404141e+01,4.376053518905261000e+15
2.800000000000000000e+02,1.498397435897435948e+01,6.635071090047404141e+01,4.376053518905261000e+15
2.810000000000000000e+02,1.502804487179487225e+01,6.635071090047404141e+01,4.376053518905261000e+15
2.820000000000000000e+02,1.507211538461538503e+01,6.635071090047404141e+01,4.376053518905261000e+15
2.830000000000000000e+02,1.511618589743589780e+01,6.516587677725101457e+01,4.297909706067649000e+15
2.840000000000000000e+02,1.516025641025641058e+01,6.516587677725101457e+01,4.297909706067649000e+15
2.850000000000000000e+02,1.520432692307692335e+01,6.398104265402844248e+01,4.219765893230066500e+15
2.860000000000000000e+02,1.524839743589743613e+01,6.398104265402844248e+01,4.219765893230066500e+15
2.870000000000000000e+02,1.529246794871794890e+01,6.398104265402844248e+01,4.219765893230066500e+15
2.880000000000000000e+02,1.533653846153846345e+01,6.279620853080587040e+01,4.141622080392485000e+15
2.890000000000000000e+02,1.538060897435897623e+01,6.279620853080587040e+01,4.141622080392485000e+15
